"","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","contrast","Direction","gene","celltype","Expression","combined_score"
"50","813714",39.4758954201551,0.762539905009316,0.18391254191028,4.1462093726121,3.38024753435895e-05,0.0133384567705804,"CMV","HigherInPositive","NKG7","KLRB1+ memory CD8 Treg","Up-regulated",1.42968180866426
"51","813712",9.59307575306507,1.31815384148869,0.307234279301618,4.29038662119677,1.78362328953451e-05,0.011730295834172,"CMV","HigherInPositive","GZMH","KLRB1+ memory CD8 Treg","Up-regulated",2.54494780449128
"52","813713",4.64143721674337,1.41163486531899,0.339746635793813,4.15496348336379,3.25339497407814e-05,0.0133384567705804,"CMV","HigherInPositive","FGFBP2","KLRB1+ memory CD8 Treg","Up-regulated",2.64666632416847
"53","813710",4.2442632295985,1.79058534831504,0.369998286491714,4.83944227226884,1.30204003624193e-06,0.00256892499150533,"CMV","HigherInPositive","GZMB","KLRB1+ memory CD8 Treg","Up-regulated",4.63806114913022
"54","830691",103.618558827745,0.207772481146659,0.0541891985047203,3.83420472861506,0.000125971191443084,0.0314361108246215,"CMV","HigherInPositive","DSTN","KLRF1+ GZMB+ CD27- EM CD8 T cell","Up-regulated",0.312192944004268
"55","830682",2793.79311665583,0.160555825980778,0.0365236980259436,4.39593564339328,1.1029661208967e-05,0.00500445809945038,"CMV","HigherInPositive","CCL5","KLRF1+ GZMB+ CD27- EM CD8 T cell","Up-regulated",0.369381627934745
"56","830693",159.780525213536,0.323490215778839,0.0860403917296748,3.75974829118856,0.00017008439915584,0.0398632701009759,"CMV","HigherInPositive","CD7","KLRF1+ GZMB+ CD27- EM CD8 T cell","Up-regulated",0.452700967339664
"57","830685",120.590502529571,0.235687634061104,0.0563565605702865,4.18207980891879,2.88854531155801e-05,0.0102976640357043,"CMV","HigherInPositive","LBH","KLRF1+ GZMB+ CD27- EM CD8 T cell","Up-regulated",0.468372909641861
"58","830686",274.3498738803,0.325977442248071,0.0797476979278729,4.08760943222334,4.35841103084387e-05,0.0135955184093386,"CMV","HigherInPositive","CD2","KLRF1+ GZMB+ CD27- EM CD8 T cell","Up-regulated",0.608470871842171
"59","844930",265.829703231866,0.2550299685663,0.059445252802723,4.29016543024303,1.78540072407079e-05,0.0191662717421181,"CMV","HigherInPositive","CCL5","KLRF1+ effector Vd1 gdT","Up-regulated",0.438004371341686
"60","844933",23.8119603057255,0.350770733009775,0.0889814219601202,3.94206706616786,8.07823793267911e-05,0.0430916292008911,"CMV","HigherInPositive","ABHD17A","KLRF1+ effector Vd1 gdT","Up-regulated",0.479014998514066
"61","844931",5.47035931887212,0.572744706951031,0.142213065690628,4.02737051036495,5.64041127524793e-05,0.0421225914035515,"CMV","HigherInPositive","MIER1","KLRF1+ effector Vd1 gdT","Up-regulated",0.787801706644385
"62","844932",8.25102572184011,0.704242226130455,0.178051953278589,3.9552625689456,7.64506409214568e-05,0.0430916292008911,"CMV","HigherInPositive","NCR3","KLRF1+ effector Vd1 gdT","Up-regulated",0.96171817417282
"63","844928",9.3716314216364,0.560470666046895,0.124858730489391,4.4888384164255,7.16125892045971e-06,0.0133700704044983,"CMV","HigherInPositive","ZBTB38","KLRF1+ effector Vd1 gdT","Up-regulated",1.05024709650113
"64","858306",80.9100112685771,0.154380530276308,0.043249534289723,3.56953046574174,0.000357621628070784,0.0324094600439148,"CMV","HigherInPositive","PDCD7","KLRF1- GZMB+ CD27- EM CD8 T cell","Up-regulated",0.229923277958087
"65","858305",1085.56430387422,0.250170374175831,0.069907668091238,3.57858273643641,0.000345462508582223,0.0319736577092058,"CMV","HigherInPositive","IFITM2","KLRF1- GZMB+ CD27- EM CD8 T cell","Up-regulated",0.374056664437618
"66","858314",126.399787579038,0.309893568273389,0.0905223562029022,3.42339264323584,0.000618446752549288,0.0487418155796784,"CMV","HigherInPositive","SYTL3","KLRF1- GZMB+ CD27- EM CD8 T cell","Up-regulated",0.406610823446906
"67","858301",68.0715457609556,0.245440077926414,0.0659228483118472,3.72314128123473,0.000196759344851333,0.019904724421007,"CMV","HigherInPositive","CHD9","KLRF1- GZMB+ CD27- EM CD8 T cell","Up-regulated",0.417504330388668
"68","858308",53.6564277318069,0.30126458758493,0.0848940078114134,3.54871439518051,0.00038711671295365,0.0336791540269675,"CMV","HigherInPositive","EIF4E3","KLRF1- GZMB+ CD27- EM CD8 T cell","Up-regulated",0.443653928547108
"69","871507",16.5842112599521,0.467760021597317,0.119399222537463,3.9176136297751,8.94298937749053e-05,0.0496997936361409,"CMV","HigherInPositive","CDC42EP3","KLRF1- GZMB+ CD27- memory CD4 T cell","Up-regulated",0.609793207262231
"70","871508",6.57402601778962,0.85020170152925,0.218394631755455,3.8929606222247,9.90282314045149e-05,0.0496997936361409,"CMV","HigherInPositive","MXRA7","KLRF1- GZMB+ CD27- memory CD4 T cell","Up-regulated",1.10836154963591
"71","967022",10.9893579252011,0.961997048465553,0.234599118715555,4.10059958337672,4.12081056794091e-05,0.0230559351276294,"CMV","HigherInPositive","NEAT1","Platelet","Up-regulated",1.57499817037444
"72","967021",393.798345061703,1.33044691199417,0.298056863831947,4.46373519096111,8.05430981192197e-06,0.00901277267954068,"CMV","HigherInPositive","MALAT1","Platelet","Up-regulated",2.72095230314187
"73","1003732",39.2397241582349,0.25739436665306,0.06736726389953,3.8207632573134,0.000133039312071247,0.0359199034486751,"CMV","HigherInPositive","ABHD17A","Proliferating T cell","Up-regulated",0.371848591355612
"74","1003724",102.942364207497,0.293399440335285,0.0740846775253061,3.96032553742391,7.48476588776719e-05,0.0266559730593891,"CMV","HigherInPositive","HCST","Proliferating T cell","Up-regulated",0.461871000703512
"75","1003728",5.86427632900993,0.668746072232449,0.171469677310892,3.90008357582633,9.61594878559143e-05,0.0289772918211957,"CMV","HigherInPositive","USP28","Proliferating T cell","Up-regulated",1.02849280928054
"76","1003723",28.6102658056562,0.541536896627712,0.129758810540064,4.17341138049741,3.00072410933472e-05,0.0111955587603036,"CMV","HigherInPositive","PRF1","Proliferating T cell","Up-regulated",1.05651369717088
"77","1003719",26.5684814849354,0.485169514744057,0.110277603360072,4.39952900644667,1.08486076634175e-05,0.0051034791833447,"CMV","HigherInPositive","CD63","Proliferating T cell","Up-regulated",1.11207337183407
"78","169133",272.12810076215,-0.130393886283782,0.0331759092678205,-3.93037867421042,8.48121819454206e-05,0.0267582434037802,"cohort.cohortGuid","HigherInBR1","BTF3","CD27+ effector B cell","Down-regulated",0.205049914890221
"79","169134",70.5886225334866,-0.173282707459471,0.0471190511723163,-3.67755086633153,0.000235484126563475,0.0495301612871843,"cohort.cohortGuid","HigherInBR1","EIF3L","CD27+ effector B cell","Down-regulated",0.226156504659473
"80","118541",188.245065471711,-0.115798531637587,0.0322781736552806,-3.58751808185538,0.000333840588262007,0.046105488426406,"cohort.cohortGuid","HigherInBR1","HADHA","CD8 MAIT","Down-regulated",0.154735483679929
"81","118546",146.851891845717,-0.14099700670447,0.0397685123487537,-3.54544332631765,0.000391953263011033,0.0462917432735136,"cohort.cohortGuid","HigherInBR1","PKM","CD8 MAIT","Down-regulated",0.188160006891422
"82","118544",99.4752528877923,-0.146755905419068,0.0411095054413669,-3.56987766803426,0.00035714797363927,0.046105488426406,"cohort.cohortGuid","HigherInBR1","RNASEH2B","CD8 MAIT","Down-regulated",0.196102193065586
"83","118539",90.8595532620201,-0.158798967726239,0.043156763568407,-3.67958471850027,0.000233614072765356,0.0403253830219584,"cohort.cohortGuid","HigherInBR1","DAZAP1","CD8 MAIT","Down-regulated",0.221432694595337
"84","118538",86.0764889503873,-0.186148914727247,0.0497826891462666,-3.7392297989432,0.000184584933165844,0.0403253830219584,"cohort.cohortGuid","HigherInBR1","PDIA4","CD8 MAIT","Down-regulated",0.259570048686412
"85","131736",44.4345452488035,-0.275573361556285,0.0759706094741616,-3.62736805014063,0.000286325014815586,0.0147934590988053,"cohort.cohortGuid","HigherInBR1","HNRNPA2B1","CD8aa","Down-regulated",0.504280034453196
"86","131725",82.3140951299576,-0.241074957116523,0.0598882760793525,-4.02541153125023,5.68757606791498e-05,0.00723567445459922,"cohort.cohortGuid","HigherInBR1","HLA-E","CD8aa","Down-regulated",0.516026003707886
"87","131748",30.4389278396527,-0.393601590264349,0.124285325176102,-3.16691926184083,0.00154063085696737,0.0477595565659885,"cohort.cohortGuid","HigherInBR1","TRGC2","CD8aa","Down-regulated",0.519923972137393
"88","131747",25.2626245809062,-0.402822959119452,0.126001965025495,-3.19695775409492,0.00138885265725883,0.0445390679741626,"cohort.cohortGuid","HigherInBR1","TSC22D3","CD8aa","Down-regulated",0.544318098671035
"89","131745",15.7060991429215,-0.421768610442661,0.12969127512388,-3.25209702842224,0.00114556908141407,0.0394584905820401,"cohort.cohortGuid","HigherInBR1","PRMT2","CD8aa","Down-regulated",0.592103884055035
"90","257428",1657.06145200464,-0.102710936774969,0.0321317763073212,-3.1965533368775,0.00139080110448842,0.0400114421415616,"cohort.cohortGuid","HigherInBR1","FYN","CM CD4 T cell","Down-regulated",0.143570969739553
"91","257421",551.612193021869,-0.109067975749014,0.0337039338700239,-3.23606069753235,0.00121191610952927,0.0372327560316493,"cohort.cohortGuid","HigherInBR1","AMD1","CM CD4 T cell","Down-regulated",0.155866297307261
"92","257388",598.301706145385,-0.101753303214858,0.0296853333743074,-3.42772984664963,0.000608650820677816,0.0243379419646908,"cohort.cohortGuid","HigherInBR1","NOP58","CM CD4 T cell","Down-regulated",0.164200948594879
"93","257396",257.076773343208,-0.104213548251782,0.0307920471617882,-3.38443065198689,0.000713260341110797,0.0257793125807143,"cohort.cohortGuid","HigherInBR1","HDAC2","CM CD4 T cell","Down-regulated",0.165567051652107
"94","257384",683.199859205294,-0.102678388953828,0.0298875363899024,-3.43549189248393,0.000591479160930552,0.0242625112119484,"cohort.cohortGuid","HigherInBR1","WDR1","CM CD4 T cell","Down-regulated",0.165832195340537
"95","270773",138.586045054554,-0.101324248359185,0.0328660484243172,-3.0829458732318,0.00204962430839179,0.0464473064171536,"cohort.cohortGuid","HigherInBR1","HADHA","CM CD8 T cell","Down-regulated",0.135069221990962
"96","270770",1113.23327360259,-0.101529508888046,0.0328501901747066,-3.09068253024058,0.00199697021823847,0.0457380932872479,"cohort.cohortGuid","HigherInBR1","RPL4","CM CD8 T cell","Down-regulated",0.136021311026948
"97","270783",5505.11706459559,-0.105324224983468,0.0345874233079406,-3.04515962480753,0.00232556845939113,0.0498020485578611,"cohort.cohortGuid","HigherInBR1","RPS24","CM CD8 T cell","Down-regulated",0.137211428225663
"98","270762",8476.3291402675,-0.10055094635467,0.0321849498873847,-3.12416041368709,0.00178313215392329,0.0429053652542329,"cohort.cohortGuid","HigherInBR1","RPS15A","CM CD8 T cell","Down-regulated",0.137502252399008
"99","270777",76.5534375766633,-0.118816834310524,0.0387700322388925,-3.06465657749266,0.00217920070447398,0.0480658924195815,"cohort.cohortGuid","HigherInBR1","WDR1","CM CD8 T cell","Down-regulated",0.156619953566484
"100","310027",531.701596312315,-0.116147329324308,0.0305247759917542,-3.80501823684746,0.000141793743238461,0.0395070711697892,"cohort.cohortGuid","HigherInBR1","PFDN6","Core CD14 monocyte","Down-regulated",0.162992470117983
"101","310028",473.294073202522,-0.116864946892058,0.0307625837906624,-3.79893144500856,0.000145321278858818,0.0395070711697892,"cohort.cohortGuid","HigherInBR1","C8orf33","Core CD14 monocyte","Down-regulated",0.163999520909836
"102","310019",259.118245635527,-0.120771541059086,0.0294215538214292,-4.10486617369344,4.04549005060228e-05,0.0201027143097845,"cohort.cohortGuid","HigherInBR1","DRG1","Core CD14 monocyte","Down-regulated",0.204918544579676
"103","310017",493.869145362109,-0.124371894118147,0.0299412918519839,-4.1538586488848,3.26915166061335e-05,0.0189316870534597,"cohort.cohortGuid","HigherInBR1","GLO1","Core CD14 monocyte","Down-regulated",0.214269227872145
"104","310020",2271.66318725852,-0.137301148414636,0.0337785240878119,-4.06474682131472,4.80846295821363e-05,0.021278263382727,"cohort.cohortGuid","HigherInBR1","DDX21","Core CD14 monocyte","Down-regulated",0.229576282668414
"105","345461",378.814942652672,-0.108355749974712,0.0293523140914603,-3.6915573210712,0.000222885150285295,0.0472813698805207,"cohort.cohortGuid","HigherInBR1","EIF3L","Core memory B cell","Down-regulated",0.143604953489579
"106","345467",179.771623627146,-0.12253916320914,0.0339765349199032,-3.6065821160991,0.000310256705695574,0.0482097630882824,"cohort.cohortGuid","HigherInBR1","IL16","Core memory B cell","Down-regulated",0.161367535492145
"107","345460",1682.57243495435,-0.123320211799533,0.0329730552284989,-3.740029880305,0.000183998380753503,0.0418202033969748,"cohort.cohortGuid","HigherInBR1","PABPC1","Core memory B cell","Down-regulated",0.170010953115705
"108","345456",239.739588169769,-0.133163907785244,0.0336734430618487,-3.95456762590802,7.66731832644133e-05,0.0243974069147363,"cohort.cohortGuid","HigherInBR1","APEX1","Core memory B cell","Down-regulated",0.214747618859986
"109","345453",191.876891652129,-0.125637571705974,0.029506912807843,-4.25790297087872,2.06353471177421e-05,0.00938023921837933,"cohort.cohortGuid","HigherInBR1","BTK","Core memory B cell","Down-regulated",0.254766119776527
"110","370119",481.55692823131,-0.102881921359333,0.0360628259858242,-2.85285244699832,0.00433287349810096,0.0416895515130533,"cohort.cohortGuid","HigherInBR1","MEF2A","Core naive CD4 T cell","Down-regulated",0.14197425071025
"111","370129",874.175234214873,-0.105073309843969,0.0371903293071073,-2.82528581493062,0.00472384581360338,0.0445094602691384,"cohort.cohortGuid","HigherInBR1","PITPNC1","Core naive CD4 T cell","Down-regulated",0.142011587312069
"112","370122",510.700920494291,-0.105581809966962,0.0372731087739259,-2.83265371309251,0.00461633652161699,0.0442039130235411,"cohort.cohortGuid","HigherInBR1","AKR1B1","Core naive CD4 T cell","Down-regulated",0.14301470930631
"113","370094",912.892896079498,-0.101476542636411,0.0348324926878038,-2.9132724880164,0.00357662355106449,0.0366593222799112,"cohort.cohortGuid","HigherInBR1","ILF2","Core naive CD4 T cell","Down-regulated",0.145701599713528
"114","370083",370.655246970418,-0.101573033067815,0.0344840951537272,-2.94550379283582,0.00322429194661996,0.0340597823885013,"cohort.cohortGuid","HigherInBR1","TM2D3","Core naive CD4 T cell","Down-regulated",0.149084645187527
"115","382234",1830.17532829997,-0.109614303485363,0.0352426826975685,-3.11027127037993,0.00186915596800283,0.0435661176772082,"cohort.cohortGuid","HigherInBR1","GNAS","Core naive CD8 T cell","Down-regulated",0.149168749833929
"116","382219",3288.60445677852,-0.109069383256016,0.0343584767839001,-3.17445339448589,0.00150118996450561,0.0379997171891298,"cohort.cohortGuid","HigherInBR1","PFN1","Core naive CD8 T cell","Down-regulated",0.154902479741307
"117","382244",177.888928367311,-0.120023218572266,0.0392981591749358,-3.05416897615949,0.00225684924108708,0.0496392850754254,"cohort.cohortGuid","HigherInBR1","SIRPG","Core naive CD8 T cell","Down-regulated",0.156531218910513
"118","382220",179.521216332827,-0.110986366948198,0.0350102982294359,-3.17010629903413,0.001523831798558,0.0381395832340236,"cohort.cohortGuid","HigherInBR1","UBE2R2","Core naive CD8 T cell","Down-regulated",0.157447930148175
"119","382181",471.110653193018,-0.104752548457739,0.0313017922230377,-3.34653516678328,0.000818282994610208,0.0263972032705737,"cohort.cohortGuid","HigherInBR1","LAT","Core naive CD8 T cell","Down-regulated",0.165345830818673
"120","396579",16.9983762793003,-0.300076229167485,0.0797957459132377,-3.76055422169698,0.000169537320237313,0.0291070784465857,"cohort.cohortGuid","HigherInBR1","EIF3L","DN T cell","Down-regulated",0.460917503199939
"121","396575",180.255166606529,-0.311037772909504,0.080642175845072,-3.85701116878423,0.000114781919640111,0.0232264590330577,"cohort.cohortGuid","HigherInBR1","RPS21","DN T cell","Down-regulated",0.508241007049356
"122","396583",6.75024172005638,-0.466776271459265,0.129453066109753,-3.60575678496115,0.000311244544863718,0.0428272493732476,"cohort.cohortGuid","HigherInBR1","TSPAN14","DN T cell","Down-regulated",0.638680551639514
"123","396568",25.5561439618694,-0.482553705258861,0.109517078284397,-4.40619593599597,1.05201809558457e-05,0.00365298260859929,"cohort.cohortGuid","HigherInBR1","CCR7","DN T cell","Down-regulated",1.17615342942461
"124","396567",10.8504696085802,-0.532395574127771,0.12074950329581,-4.40909121442527,1.03805300218038e-05,0.00365298260859929,"cohort.cohortGuid","HigherInBR1","TMEM123","DN T cell","Down-regulated",1.29763562790374
"125","435800",105.683565292182,-0.192987321117393,0.0414583529190562,-4.65496836051794,3.24030461563814e-06,0.00624244684202687,"cohort.cohortGuid","HigherInBR1","RAC2","GZMB+ Vd2 gdT","Down-regulated",0.425468560977325
"126","435802",983.060607793659,-0.239083190245496,0.0551486617704072,-4.33524917142756,1.45595107178645e-05,0.0112195589591864,"cohort.cohortGuid","HigherInBR1","ACTB","GZMB+ Vd2 gdT","Down-regulated",0.466218010344338
